Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,LoanDuration,EducationLevel,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,LoanPurpose,RiskScore,LoanApproved
34,21163,508,Employed,59842,60,Associate,3,334,0.4781853210305083,0.1385464666777302,0,0,31,25,Debt Consolidation,53.0,0
20,65439,564,Employed,9010,12,Bachelor,3,476,0.6579634096386306,0.1133324707817872,0,0,27,11,Home,38.400000000000006,1
60,39392,615,Employed,20577,36,High School,0,295,0.154577001366655,0.3864852459085187,0,0,17,28,Other,51.0,0
56,38650,562,Employed,77257,48,Associate,5,354,0.1362727505306128,0.1199037037859432,0,0,21,9,Auto,47.0,0
24,34342,604,Employed,11405,60,High School,3,739,0.4039799324864726,0.2061498395062729,0,0,18,5,Education,51.0,0
48,38178,617,Employed,9892,60,Associate,3,499,0.1071143882660566,0.4421721342809964,0,0,28,3,Other,56.0,0
33,46442,592,Employed,17992,96,High School,1,478,0.2368510083036966,0.1717276648697158,0,0,20,10,Education,51.0,0
43,181768,520,Employed,13400,12,Bachelor,0,365,0.1387963215183267,0.4194646839287269,0,0,24,8,Auto,41.6,1
43,42033,623,Employed,26444,12,Bachelor,2,272,0.2945756643354948,0.2585229945207112,0,0,29,19,Debt Consolidation,50.0,0
37,52106,611,Employed,61314,60,Master,2,1289,0.1876053999612946,0.3925371365043408,0,0,13,25,Home,50.0,0
30,48634,601,Unemployed,15394,120,High School,3,525,0.5152684119170751,0.1494119372132354,0,0,24,5,Education,54.0,0
31,34728,594,Employed,22960,84,Bachelor,3,674,0.2695304845554522,0.3649069476412885,0,0,25,16,Auto,55.0,0
29,36772,593,Self-Employed,15616,48,Master,4,490,0.5035145708569878,0.5251876915934343,1,0,23,13,Education,71.0,0
30,68373,459,Employed,13485,72,High School,0,512,0.4892986348676557,0.6797089776382367,0,0,23,29,Home,59.0,0
39,44052,527,Employed,12723,96,Bachelor,0,417,0.4853970594114507,0.3987757773052277,0,1,24,15,Home,62.0,0
31,29342,533,Employed,14328,60,Bachelor,5,384,0.1791454120220597,0.3561044607922897,0,0,19,18,Debt Consolidation,51.0,0
48,151233,613,Employed,27861,36,High School,1,365,0.1820507187758491,0.3566196778890208,0,0,25,6,Other,40.0,1
57,19215,547,Employed,11210,60,High School,0,184,0.3727352229511345,0.4438592560772467,0,0,18,18,Home,58.0,0
33,67134,539,Employed,15562,24,High School,1,278,0.0738903830821043,0.5320065937492231,0,0,18,21,Auto,44.0,1
42,41360,507,Employed,23545,72,Bachelor,4,597,0.1945135552493995,0.1045323054026321,0,0,24,25,Other,50.0,0
45,20591,575,Employed,42281,36,High School,0,768,0.1589834941830974,0.2347387364502266,0,0,27,29,Other,53.0,0
45,32631,577,Employed,27997,48,High School,4,189,0.1931643333263953,0.1039791027094645,0,0,22,9,Home,51.0,0
40,49413,608,Employed,17491,36,Bachelor,0,314,0.5514468842966253,0.1795635789207401,0,0,29,8,Auto,46.0,0
48,20444,596,Employed,28049,60,Associate,0,695,0.0890719683999076,0.1164071658110322,0,1,25,9,Education,58.0,0
45,52945,525,Employed,30796,48,High School,0,422,0.1501534112307977,0.3167476215562624,0,0,30,2,Auto,49.0,0
25,48669,602,Employed,29832,48,Associate,1,106,0.1072184878793405,0.1942333012094102,0,1,22,27,Other,53.0,0
50,52581,507,Unemployed,19422,108,Doctorate,5,428,0.7326348754883283,0.4971099048592691,0,0,28,28,Auto,57.0,0
50,66728,595,Employed,46881,36,High School,0,345,0.2080889040029769,0.1112588774502528,0,0,13,23,Home,50.0,0
30,48944,536,Employed,19027,72,High School,3,274,0.3825278653530967,0.3891306720600518,0,1,39,7,Home,60.0,0
40,99041,469,Employed,17339,60,High School,1,428,0.3143592766689019,0.2665390793969921,0,0,24,11,Auto,39.2,1
48,28536,603,Employed,23903,72,High School,0,213,0.2748295924089243,0.3798375097573355,0,0,19,17,Debt Consolidation,53.0,0
37,43840,644,Employed,25821,60,Bachelor,2,704,0.066747910027183,0.3221583006564151,0,0,21,13,Debt Consolidation,51.0,0
52,118693,619,Self-Employed,29315,96,Doctorate,0,296,0.1860164620540539,0.0754245129324001,0,0,20,4,Debt Consolidation,40.8,1
68,80867,633,Employed,35215,36,Bachelor,0,590,0.1568292723988534,0.1450075333276181,0,0,34,20,Home,43.0,0
30,15000,533,Employed,11173,108,Associate,1,662,0.2459730706049863,0.1125899034290901,0,0,21,21,Home,50.0,0
23,15000,519,Employed,63824,36,Associate,0,305,0.0567839598120059,0.1357204438809169,0,0,42,20,Debt Consolidation,49.0,0
43,47315,600,Employed,15389,120,High School,4,288,0.1936425803832415,0.6231753402524325,0,0,17,4,Debt Consolidation,58.0,0
48,142990,647,Employed,29411,60,High School,0,566,0.1134048299100805,0.0764494842211055,0,0,24,29,Auto,35.2,1
37,39083,611,Unemployed,32854,84,Bachelor,4,735,0.4002416807236322,0.2132476795152809,0,0,19,5,Debt Consolidation,56.0,0
57,96244,667,Employed,20241,60,Associate,1,633,0.107432311346675,0.0871501016954758,0,1,26,23,Home,35.2,1
23,38265,493,Employed,29040,48,High School,0,279,0.4555923870978707,0.0336191507067029,0,0,24,28,Debt Consolidation,50.0,0
48,70326,635,Employed,9182,24,High School,2,800,0.2894241261674165,0.4017703684738383,0,0,15,20,Home,53.0,0
32,68402,508,Employed,14011,12,Associate,3,1111,0.1996320431824089,0.3309725569801791,0,0,24,13,Home,47.0,0
60,112917,641,Employed,15533,120,Bachelor,5,253,0.334047939664614,0.3368203653939351,0,1,30,13,Education,56.0,0
63,91632,505,Self-Employed,17804,72,Associate,2,405,0.3202660043149637,0.553773732095593,0,1,29,5,Debt Consolidation,64.0,0
30,34593,511,Employed,22462,96,Bachelor,0,425,0.2955530465573908,0.7934206669433894,1,0,30,26,Debt Consolidation,71.0,0
33,49395,580,Employed,21555,36,Bachelor,1,373,0.1827528350525844,0.2674267445923558,0,0,25,27,Home,50.0,0
50,66402,590,Employed,33280,24,High School,0,297,0.1682718114083331,0.1291332640216763,0,0,30,27,Other,49.0,0
35,82896,626,Employed,13201,84,Doctorate,3,336,0.2429329003610314,0.2646014099963338,0,0,15,5,Home,36.8,1
39,60902,561,Employed,21811,36,High School,0,529,0.117708259384253,0.5290606041895031,0,1,21,10,Debt Consolidation,59.0,0
40,15910,535,Employed,48229,36,High School,4,581,0.2578140398837314,0.3295604292146833,0,0,26,24,Debt Consolidation,52.0,0
18,114954,641,Employed,32734,108,Master,0,240,0.077589699856749,0.6833420676981558,0,0,26,20,Debt Consolidation,40.8,1
39,15177,570,Employed,27910,24,High School,1,199,0.122481964294369,0.1840970406016734,0,0,22,29,Home,51.0,0
31,28465,497,Employed,24084,72,Associate,2,551,0.3164804270018089,0.1964775391357346,0,0,31,27,Education,48.0,0
34,47130,533,Self-Employed,12060,12,Master,0,208,0.1998792105994767,0.4150614888148404,0,0,19,2,Auto,48.8,1
57,59349,618,Employed,8979,60,Bachelor,4,558,0.3347816786695488,0.4885193362920537,0,0,20,12,Home,42.400000000000006,1
24,91443,472,Employed,32288,36,Associate,1,667,0.2118652808192116,0.0810794081803113,0,0,18,10,Debt Consolidation,34.4,1
49,26873,574,Employed,15710,24,Bachelor,1,869,0.4636349498899875,0.4374777822962725,0,0,18,2,Auto,63.0,0
36,46118,512,Self-Employed,20992,84,Master,1,389,0.3697573419110994,0.259298672939336,0,0,20,22,Debt Consolidation,56.0,0
36,15000,598,Employed,17717,24,Associate,0,1106,0.1189422516202024,0.1764239856579009,0,0,28,9,Education,52.0,0
49,62680,445,Employed,22360,72,Bachelor,3,322,0.239788856027044,0.5980778819311936,0,0,22,14,Education,54.0,0
44,55661,629,Employed,22541,48,Doctorate,1,700,0.1903448174634628,0.0486187328437096,0,0,32,20,Debt Consolidation,46.0,0
46,31807,531,Unemployed,13918,36,Doctorate,3,327,0.2411791846051292,0.2993429823607368,0,0,29,26,Debt Consolidation,56.0,0
51,112753,646,Self-Employed,35892,60,Bachelor,1,909,0.1553790937702253,0.1480331071055101,0,0,19,24,Debt Consolidation,38.400000000000006,1
36,86406,556,Employed,9873,48,High School,0,222,0.3092744495761604,0.8582646801929338,0,0,22,4,Auto,46.400000000000006,1
32,50643,615,Unemployed,28274,72,Bachelor,3,524,0.497656587968213,0.2717388376920359,0,0,24,29,Education,53.0,0
26,68800,460,Employed,4913,60,High School,1,223,0.3909877639561835,0.2440755928486795,0,0,22,9,Debt Consolidation,53.0,0
30,37360,611,Employed,29213,60,Bachelor,3,324,0.4671451849806514,0.0700793132185866,0,0,34,25,Debt Consolidation,49.0,0
75,88712,636,Self-Employed,27181,12,Associate,1,649,0.3394563174941348,0.1809366252471467,0,0,25,10,Home,49.0,0
54,104956,508,Employed,21677,60,Bachelor,0,572,0.6236043364426527,0.1468530637983904,0,1,22,20,Debt Consolidation,57.0,0
23,22855,445,Employed,30354,12,Associate,3,261,0.1471586154641878,0.4418912260002374,0,0,30,12,Education,57.0,0
24,48065,578,Employed,14092,48,Master,0,207,0.3749906075551572,0.1856938090755771,0,0,31,5,Debt Consolidation,49.0,0
45,47771,609,Employed,13552,108,High School,4,373,0.2247359674353624,0.2521499956319241,0,0,34,15,Home,46.0,0
46,23470,561,Unemployed,69416,60,High School,4,404,0.212621352865601,0.2651754077595558,0,0,16,1,Other,61.0,0
46,29902,570,Unemployed,13521,72,Bachelor,2,394,0.3447738986758279,0.1383838224932509,0,0,22,10,Auto,53.0,0
36,68693,573,Employed,19752,12,Associate,2,288,0.3158927247195449,0.2776778652272076,0,0,23,21,Home,52.0,0
38,37766,561,Employed,19390,36,Associate,2,171,0.186136822277179,0.2560963763282134,0,0,24,10,Debt Consolidation,52.0,0
43,24548,613,Unemployed,20489,36,Master,1,341,0.4486208149485344,0.0319450627433691,0,0,30,4,Auto,52.0,0
41,62883,607,Employed,55525,60,Bachelor,2,396,0.0905967187771002,0.4248302246220923,0,0,32,16,Debt Consolidation,52.0,0
18,56302,497,Employed,26197,36,Bachelor,3,928,0.1422664686523598,0.1534585170324937,1,0,19,3,Auto,64.0,0
37,19863,532,Employed,36240,84,High School,2,831,0.2622450168497016,0.1122669351605733,0,0,26,11,Education,52.0,0
29,49821,476,Employed,19529,84,Bachelor,4,707,0.2421104069135393,0.0773721407050418,0,0,31,28,Home,51.0,0
42,122384,480,Employed,16047,24,Associate,3,203,0.1017340522972509,0.2141666044948614,0,0,28,14,Home,39.2,1
75,32510,627,Employed,26504,60,Associate,1,471,0.3327569117639797,0.4157614001539225,0,0,11,24,Auto,52.0,0
44,170747,623,Employed,20811,48,Master,0,877,0.2894384178981209,0.176111734959081,0,0,23,19,Debt Consolidation,34.4,1
36,48666,637,Employed,17188,48,Bachelor,2,330,0.0104894333317302,0.2889809263507607,0,0,27,19,Debt Consolidation,49.0,0
51,53518,534,Employed,20341,36,Doctorate,0,568,0.172744860109193,0.3238227049180542,0,0,21,18,Debt Consolidation,53.0,0
45,22153,621,Employed,54574,36,Bachelor,0,195,0.1698456064388383,0.182593282793779,0,0,25,16,Education,48.0,0
45,22281,637,Employed,39286,48,Bachelor,1,241,0.1817939927848045,0.1718910524923806,0,0,16,2,Auto,52.0,0
47,37208,569,Self-Employed,36875,72,Bachelor,0,829,0.8715007180570342,0.4262583124813714,0,0,21,12,Auto,44.0,1
64,90807,588,Employed,26576,48,Associate,0,416,0.2323596303740126,0.4739804148563888,0,1,33,15,Debt Consolidation,59.0,0
26,198662,514,Employed,14577,72,High School,0,280,0.1953132839917249,0.460421452892374,0,0,24,3,Home,44.8,1
45,215917,531,Employed,28124,24,High School,0,296,0.0748375828894576,0.4037807246979489,0,0,22,12,Auto,39.2,1
28,35781,551,Employed,16448,96,High School,0,697,0.5886463679754083,0.1822347355999365,0,0,25,6,Home,50.0,0
46,52593,603,Employed,18548,60,Doctorate,1,365,0.0809974897730615,0.7715251657736267,0,0,20,18,Auto,43.2,1
28,19551,498,Employed,9753,48,Associate,3,712,0.1234678189540467,0.4337457150478102,0,0,25,14,Home,55.0,0
34,97208,397,Employed,10312,48,Bachelor,2,637,0.5667652807498436,0.5204419890411138,1,0,26,3,Debt Consolidation,73.0,0
36,26203,582,Self-Employed,32261,96,Bachelor,2,157,0.1144159729093202,0.3369081435516683,0,0,18,6,Education,60.0,0
51,58443,588,Employed,31444,84,Bachelor,2,430,0.5778527833284267,0.1995176673599738,0,0,21,7,Other,50.0,0
51,80666,642,Employed,20915,48,Bachelor,1,281,0.2477357592738396,0.2705857903865705,1,0,31,3,Debt Consolidation,59.0,0
25,50337,523,Employed,7275,48,Associate,3,695,0.6937162811903037,0.250573192675606,0,0,23,5,Other,54.0,0
40,37333,645,Employed,30487,60,Master,3,261,0.2746580932797087,0.0219169233705604,0,0,32,18,Education,48.0,0
31,52608,540,Employed,16726,120,Master,5,434,0.1035073130339525,0.5119229514711123,0,0,21,27,Education,57.0,0
24,32168,502,Unemployed,59920,36,Bachelor,0,319,0.1743460124080028,0.6877615512451385,1,0,22,20,Auto,73.0,0
37,27983,475,Employed,14847,120,Master,0,239,0.4940453673046537,0.5410609757581883,1,0,22,23,Auto,73.0,0
36,22756,582,Employed,44301,36,High School,2,487,0.2493415421497393,0.1170708241358693,0,0,28,14,Debt Consolidation,52.0,0
69,24307,646,Employed,39297,48,High School,2,273,0.1802075167123724,0.4241149264776035,0,0,20,15,Home,54.0,0
45,51058,529,Employed,15799,24,Bachelor,1,555,0.2689759127632063,0.29575263646242,0,0,29,13,Other,40.0,1
23,41426,512,Self-Employed,20674,48,Master,0,373,0.4164656467631391,0.3691020635962858,0,0,27,6,Education,59.0,0
33,20374,575,Employed,17976,120,Associate,1,408,0.0526647353256711,0.2094455980347734,0,0,19,10,Auto,53.0,0
52,30790,647,Employed,21579,48,Bachelor,0,200,0.3882912538574281,0.056961239040313,0,0,36,4,Debt Consolidation,49.0,0
65,23345,615,Employed,13889,84,High School,4,261,0.1951375995399118,0.2921426408999692,0,0,27,14,Debt Consolidation,46.0,0
20,33256,629,Employed,71149,36,Doctorate,0,202,0.0815828749814443,0.2915306327001866,0,0,33,12,Auto,49.0,0
18,92711,610,Employed,13293,84,Bachelor,1,308,0.4500996032342509,0.2342485236174711,1,0,30,13,Auto,61.0,0
62,33342,601,Employed,34322,48,Associate,0,1176,0.058451748451803,0.1319582286372451,0,0,24,1,Education,49.0,0
44,88116,592,Employed,10805,48,Doctorate,2,527,0.2622269606015205,0.2564752182273405,0,0,24,20,Other,40.8,1
29,101896,498,Employed,33595,36,High School,2,302,0.5510052921978938,0.1455863052646428,0,0,20,25,Home,33.6,1
46,53306,627,Employed,27232,48,Associate,3,247,0.5285008109839242,0.2794413629192349,0,0,31,20,Home,50.0,0
18,19958,484,Employed,38132,72,High School,3,497,0.3500527783194771,0.7711694445877467,0,1,22,10,Home,66.0,0
40,40433,613,Employed,18418,84,Associate,0,221,0.3626104266952281,0.4836513815217785,0,0,27,7,Home,49.0,0
43,41556,585,Employed,22182,60,High School,2,343,0.4489581053784467,0.2680622578704761,0,0,33,7,Home,53.0,0
51,117775,551,Employed,22423,60,Associate,0,428,0.1546202954769349,0.1153189086769886,0,0,35,20,Debt Consolidation,35.2,1
27,17680,591,Employed,11224,84,Master,1,447,0.2594049926921009,0.4338505713707326,0,0,19,27,Home,58.0,0
41,90395,611,Employed,16945,36,Associate,1,282,0.1355779953056674,0.2476707639976419,0,0,27,14,Debt Consolidation,37.6,1
28,15582,562,Unemployed,19639,72,Associate,3,352,0.264429874364719,0.1377829775767161,0,0,25,18,Home,53.0,0
43,91388,521,Employed,19755,48,Bachelor,0,476,0.5129457587500488,0.1728109436360739,0,0,19,21,Home,40.0,1
29,31473,527,Employed,21217,36,Bachelor,0,221,0.2251432987042813,0.2264976550547753,1,0,24,1,Home,67.0,0
35,162896,634,Employed,23968,72,Doctorate,2,366,0.6194510124980844,0.3378759739151644,0,0,21,23,Home,37.6,1
28,64559,589,Employed,16914,24,Bachelor,1,644,0.5069835093891917,0.343260572001154,0,0,27,26,Home,55.0,0
47,69306,505,Employed,40560,48,Bachelor,0,345,0.1855063680371884,0.4563136542432097,0,0,27,21,Debt Consolidation,51.0,0
50,28327,616,Employed,13915,12,Associate,0,214,0.2593855001168738,0.2227675090959469,0,0,22,22,Debt Consolidation,51.0,0
37,133604,516,Employed,38526,36,High School,1,222,0.2452502019494093,0.2457877112355196,0,0,28,10,Education,50.0,0
40,233904,517,Employed,14528,24,Associate,0,238,0.3663214696995451,0.2542813717208013,0,0,21,25,Home,40.0,1
22,145383,594,Employed,21986,60,Associate,0,255,0.3909711249401651,0.5586769795724631,1,0,16,7,Education,55.2,1
36,25595,563,Employed,32256,48,Associate,1,490,0.2937071331318606,0.0876532029462536,0,1,23,8,Debt Consolidation,59.0,0
39,51359,572,Employed,61574,48,Bachelor,1,449,0.0232879822299498,0.1281424733763926,0,0,19,19,Auto,49.0,0
71,28518,581,Employed,9482,36,Associate,1,449,0.2683904834112522,0.2369171751726111,0,0,29,28,Education,54.0,0
26,32400,558,Employed,13728,60,Doctorate,5,410,0.2687500857131972,0.2243906172368401,0,0,25,19,Debt Consolidation,49.0,0
57,83147,564,Employed,26302,48,Doctorate,0,392,0.5577396431825478,0.2781431848097498,0,0,20,25,Debt Consolidation,38.400000000000006,1
51,73096,513,Employed,16142,60,Bachelor,2,143,0.4400981917503387,0.4454607014747206,0,0,17,20,Debt Consolidation,42.400000000000006,1
43,73140,615,Self-Employed,26726,48,Bachelor,2,568,0.2499274924502186,0.2211300415332023,0,0,18,12,Home,52.0,0
61,20893,636,Unemployed,53380,48,Associate,2,278,0.2731101233008107,0.376935959757128,0,0,19,22,Debt Consolidation,56.0,0
44,53355,544,Self-Employed,17154,72,Associate,0,367,0.2970812072773228,0.2487190376783482,0,0,16,22,Auto,55.0,0
44,85885,600,Employed,18992,60,Doctorate,2,293,0.423404285053205,0.3696244148468023,0,0,25,2,Home,42.400000000000006,1
39,72733,535,Employed,40057,72,High School,5,147,0.512429929356877,0.2056288194956004,0,0,21,3,Other,56.0,0
54,80792,617,Employed,17417,48,Associate,4,238,0.1052559619157558,0.3548262671694756,0,0,14,3,Home,50.0,0
53,63722,561,Employed,11178,96,High School,2,493,0.3914461731158221,0.4044398085850298,0,0,21,24,Debt Consolidation,56.0,0
32,36141,582,Employed,21067,72,Bachelor,0,151,0.1847205976516905,0.5074256898473897,0,0,31,6,Auto,58.0,0
24,43454,543,Employed,28832,48,High School,1,498,0.3986522375229548,0.3770979755983778,0,0,28,19,Debt Consolidation,53.0,0
37,213870,537,Employed,9641,60,Master,1,672,0.3891817198401501,0.1801336842981644,0,0,26,13,Auto,38.400000000000006,1
30,77299,548,Employed,56918,12,Associate,2,448,0.5363208395367062,0.2324018959964998,0,0,19,3,Debt Consolidation,54.0,0
39,68604,610,Unemployed,45995,36,Master,0,562,0.399607419585522,0.1937502163593401,0,0,24,18,Home,50.0,0
54,90137,640,Employed,27595,48,Doctorate,2,596,0.1461855441912128,0.3889848994866364,0,0,23,25,Home,49.0,0
34,47503,586,Employed,29606,24,Bachelor,4,210,0.2284574192400861,0.604005304412656,0,0,27,10,Other,59.0,0
39,45783,509,Employed,23921,72,Bachelor,1,328,0.2208999535266871,0.1557605226529353,0,0,29,4,Auto,54.0,0
40,73600,449,Employed,27666,48,High School,3,615,0.2858997288960204,0.3753329473741802,0,0,19,3,Home,53.0,0
50,37959,609,Employed,23628,48,Master,1,560,0.2928433766828625,0.3129078671598015,0,0,26,17,Home,52.0,0
18,42467,570,Employed,14035,36,Bachelor,0,488,0.4367730233754228,0.1322323089438365,0,0,26,14,Home,52.0,0
32,18016,577,Employed,36328,60,High School,1,584,0.1812089022607555,0.1912683865418401,0,0,19,14,Debt Consolidation,51.0,0
42,66964,560,Employed,35436,60,Associate,0,1237,0.4938511178918418,0.2839546531018803,0,1,26,9,Home,60.0,0
54,98703,630,Employed,7898,24,High School,0,1337,0.268842228685533,0.094198020806444,0,0,22,27,Home,36.8,1
34,69500,610,Employed,25151,72,Bachelor,1,308,0.3041950514802904,0.2175793729298315,0,0,23,28,Other,34.4,1
18,27689,519,Employed,14404,36,High School,1,755,0.4719267852614209,0.1519173348011276,0,0,24,10,Other,53.0,0
47,54586,594,Employed,33443,36,Bachelor,0,272,0.0543648394370043,0.2696569042957879,0,0,25,18,Education,51.0,0
32,63250,578,Employed,13788,60,Bachelor,1,261,0.0710004701206617,0.2003007923445242,0,0,26,20,Debt Consolidation,40.8,1
25,77050,580,Employed,19071,24,Associate,5,752,0.1571024941114981,0.385027621617689,0,0,16,28,Debt Consolidation,42.400000000000006,1
32,80042,566,Employed,18897,48,Master,2,603,0.0761175508353848,0.1196848111263598,0,0,29,6,Auto,48.0,0
37,23144,467,Employed,29465,60,Bachelor,3,365,0.2640995398439921,0.4198022535218441,0,0,17,6,Home,60.0,0
32,29757,591,Unemployed,43957,60,Associate,1,201,0.2363806236259667,0.1459752510218378,0,0,18,13,Home,51.0,0
18,54650,514,Employed,25199,36,Master,4,646,0.1412507891821963,0.2840842315024949,0,1,16,12,Home,57.0,0
50,25109,583,Employed,10974,48,Master,0,400,0.2182155541461012,0.4161336070209462,0,0,23,19,Home,58.0,0
55,98657,593,Employed,19479,12,Bachelor,1,447,0.3613112503987359,0.2545901390664417,0,0,26,1,Home,55.0,0
47,30790,545,Employed,22072,36,High School,1,247,0.4476297684406347,0.6559033793428604,1,0,26,8,Other,69.0,0
26,75984,456,Employed,13427,36,Associate,5,266,0.3215990192350023,0.5907400357794886,0,0,22,1,Auto,60.0,0
37,55615,609,Unemployed,12755,48,Master,1,578,0.2646914733147235,0.0315212316564927,1,0,31,9,Home,59.0,0
39,47839,564,Employed,16741,84,Bachelor,2,240,0.3299367945638009,0.4390217132102758,0,0,24,12,Debt Consolidation,57.0,0
